UserID,Name,Service,Date,Time,Note,Car registration,Status
6715,ประเสริฐ กิตติ,repair,22 September 2025,11:00,เรียบร้อย,กท9521,completed
6705,กิตติพงศ์ สายชล,washing,22 September 2025,13:00,ตรวจสอบความสะอาด,กท4811,completed
6704,วิภา ดวงดาว,repair,22 September 2025,17:00,เรียบร้อย,กท4493,completed
6715,ประเสริฐ กิตติ,repair,22 September 2025,16:00,เรียบร้อย,กท8015,completed
6720,สมหญิง แสงทอง,repair,22 September 2025,15:00,เรียบร้อย,กท5450,completed
6711,กิตติชัย พูนสุข,washing,22 September 2025,15:00,ตรวจสอบความสะอาด,กท9662,completed
6719,สมศักดิ์ พูนผล,washing,22 September 2025,09:00,ตรวจสอบความสะอาด,กท8001,completed
6704,วิภา ดวงดาว,repair,23 September 2025,09:00,เรียบร้อย,กท8949,completed
6720,สมหญิง แสงทอง,repair,23 September 2025,16:00,เรียบร้อย,กท4199,completed
6707,สมศักดิ์ กล้าหาญ,washing,23 September 2025,09:00,ตรวจสอบความสะอาด,กท3128,completed
6701,สมชาย ใจดี,washing,23 September 2025,17:00,ตรวจสอบความสะอาด,กท6695,completed
6710,วิภาวดี แสงจันทร์,repair,23 September 2025,10:00,เรียบร้อย,กท9804,process
6717,กิตติพงศ์ กล้า,washing,23 September 2025,13:00,ตรวจสอบความสะอาด,กท2608,completed
6715,ประเสริฐ กิตติ,repair,23 September 2025,16:00,เรียบร้อย,กท2955,completed
6702,สมหญิง รุ่งเรือง,repair,23 September 2025,11:00,เรียบร้อย,กท3754,completed
6710,วิภาวดี แสงจันทร์,repair,23 September 2025,15:00,เรียบร้อย,กท3869,completed
6717,กิตติพงศ์ กล้า,washing,23 September 2025,17:00,ตรวจสอบความสะอาด,กท6010,completed
6715,ประเสริฐ กิตติ,repair,23 September 2025,09:00,เรียบร้อย,กท8079,completed
6708,สมหญิง ใจดี,repair,23 September 2025,10:00,เรียบร้อย,กท7431,completed
6720,สมหญิง แสงทอง,repair,23 September 2025,15:00,เรียบร้อย,กท1345,completed
6712,สุชาดา ทองสุข,repair,23 September 2025,09:00,เรียบร้อย,กท2942,completed
6715,ประเสริฐ กิตติ,repair,23 September 2025,13:00,เรียบร้อย,กท5122,process
6720,สมหญิง แสงทอง,repair,23 September 2025,09:00,เรียบร้อย,กท9607,completed
6702,สมหญิง รุ่งเรือง,repair,24 September 2025,09:00,เรียบร้อย,กท6485,process
6719,สมศักดิ์ พูนผล,washing,24 September 2025,14:00,ตรวจสอบความสะอาด,กท2801,completed
6706,สุชาติ แสงทอง,repair,24 September 2025,11:00,เรียบร้อย,กท3765,completed
6707,สมศักดิ์ กล้าหาญ,washing,24 September 2025,17:00,ตรวจสอบความสะอาด,กท7471,completed
6718,สุชาติ ใจดี,repair,24 September 2025,09:00,เรียบร้อย,กท6434,completed
6713,สมพงษ์ กลิ่นหอม,washing,24 September 2025,09:00,ตรวจสอบความสะอาด,กท3812,completed
6716,วิภา ทองคำ,repair,24 September 2025,16:00,เรียบร้อย,กท8553,completed
6713,สมพงษ์ กลิ่นหอม,washing,24 September 2025,09:00,ตรวจสอบความสะอาด,กท8569,completed
6719,สมศักดิ์ พูนผล,washing,24 September 2025,10:00,ตรวจสอบความสะอาด,กท7992,completed
6709,ประเสริฐ สุขใจ,repair,24 September 2025,15:00,เรียบร้อย,กท5927,completed
6710,วิภาวดี แสงจันทร์,repair,24 September 2025,09:00,เรียบร้อย,กท5993,completed
6705,กิตติพงศ์ สายชล,washing,24 September 2025,10:00,ตรวจสอบความสะอาด,กท4172,completed
6720,สมหญิง แสงทอง,repair,24 September 2025,10:00,เรียบร้อย,กท7325,completed
6712,สุชาดา ทองสุข,repair,24 September 2025,17:00,เรียบร้อย,กท1029,completed
6719,สมศักดิ์ พูนผล,washing,24 September 2025,09:00,ตรวจสอบความสะอาด,กท5053,process
6718,สุชาติ ใจดี,repair,24 September 2025,11:00,เรียบร้อย,กท9546,completed
6705,กิตติพงศ์ สายชล,washing,25 September 2025,17:00,ตรวจสอบความสะอาด,กท9679,completed
6720,สมหญิง แสงทอง,repair,25 September 2025,13:00,เรียบร้อย,กท6753,completed
6712,สุชาดา ทองสุข,repair,25 September 2025,13:00,เรียบร้อย,กท8657,process
6719,สมศักดิ์ พูนผล,washing,25 September 2025,09:00,ตรวจสอบความสะอาด,กท6013,completed
6703,ประสิทธิ์ เก่งงาน,repair,25 September 2025,17:00,เรียบร้อย,กท1718,process
6704,วิภา ดวงดาว,repair,25 September 2025,13:00,เรียบร้อย,กท8545,completed
6708,สมหญิง ใจดี,repair,25 September 2025,11:00,เรียบร้อย,กท1243,completed
6713,สมพงษ์ กลิ่นหอม,washing,25 September 2025,13:00,ตรวจสอบความสะอาด,กท7567,process
6718,สุชาติ ใจดี,repair,25 September 2025,13:00,เรียบร้อย,กท7689,process
6710,วิภาวดี แสงจันทร์,repair,25 September 2025,09:00,เรียบร้อย,กท2322,completed
6704,วิภา ดวงดาว,repair,25 September 2025,11:00,เรียบร้อย,กท2062,completed
6705,กิตติพงศ์ สายชล,washing,25 September 2025,11:00,ตรวจสอบความสะอาด,กท5408,process
6717,กิตติพงศ์ กล้า,washing,25 September 2025,09:00,ตรวจสอบความสะอาด,กท4673,completed
6709,ประเสริฐ สุขใจ,repair,25 September 2025,17:00,เรียบร้อย,กท7237,completed
6714,สมหญิง จิตรดี,repair,26 September 2025,17:00,เรียบร้อย,กท9650,process
6715,ประเสริฐ กิตติ,repair,26 September 2025,15:00,เรียบร้อย,กท7461,completed
6717,กิตติพงศ์ กล้า,washing,26 September 2025,13:00,ตรวจสอบความสะอาด,กท8488,process
6707,สมศักดิ์ กล้าหาญ,washing,26 September 2025,17:00,ตรวจสอบความสะอาด,กท4381,process
6708,สมหญิง ใจดี,repair,26 September 2025,15:00,เรียบร้อย,กท7294,completed
6712,สุชาดา ทองสุข,repair,26 September 2025,15:00,เรียบร้อย,กท3419,completed
6713,สมพงษ์ กลิ่นหอม,washing,26 September 2025,14:00,ตรวจสอบความสะอาด,กท5540,completed
6715,ประเสริฐ กิตติ,repair,26 September 2025,10:00,เรียบร้อย,กท9320,completed
6710,วิภาวดี แสงจันทร์,repair,26 September 2025,09:00,เรียบร้อย,กท3070,completed
6717,กิตติพงศ์ กล้า,washing,26 September 2025,11:00,ตรวจสอบความสะอาด,กท9586,completed
6706,สุชาติ แสงทอง,repair,26 September 2025,16:00,เรียบร้อย,กท6743,completed
6714,สมหญิง จิตรดี,repair,27 September 2025,11:00,เรียบร้อย,กท9273,completed
6717,กิตติพงศ์ กล้า,washing,27 September 2025,17:00,ตรวจสอบความสะอาด,กท5671,process
6706,สุชาติ แสงทอง,repair,27 September 2025,11:00,เรียบร้อย,กท1479,completed
6713,สมพงษ์ กลิ่นหอม,washing,27 September 2025,16:00,ตรวจสอบความสะอาด,กท2462,completed
6708,สมหญิง ใจดี,repair,27 September 2025,16:00,เรียบร้อย,กท4317,completed
6714,สมหญิง จิตรดี,repair,27 September 2025,15:00,เรียบร้อย,กท6346,completed
6719,สมศักดิ์ พูนผล,washing,27 September 2025,11:00,ตรวจสอบความสะอาด,กท3547,completed
6706,สุชาติ แสงทอง,repair,27 September 2025,13:00,เรียบร้อย,กท1833,completed
6709,ประเสริฐ สุขใจ,repair,27 September 2025,11:00,เรียบร้อย,กท6970,completed
6707,สมศักดิ์ กล้าหาญ,washing,27 September 2025,10:00,ตรวจสอบความสะอาด,กท1590,completed
6706,สุชาติ แสงทอง,repair,27 September 2025,13:00,เรียบร้อย,กท1599,completed
6708,สมหญิง ใจดี,repair,28 September 2025,14:00,เรียบร้อย,กท1765,process
6716,วิภา ทองคำ,repair,28 September 2025,15:00,เรียบร้อย,กท5098,completed
6704,วิภา ดวงดาว,repair,28 September 2025,11:00,เรียบร้อย,กท8625,completed
6712,สุชาดา ทองสุข,repair,28 September 2025,15:00,เรียบร้อย,กท1700,completed
6718,สุชาติ ใจดี,repair,28 September 2025,13:00,เรียบร้อย,กท6533,completed
6720,สมหญิง แสงทอง,repair,28 September 2025,11:00,เรียบร้อย,กท5375,completed
6711,กิตติชัย พูนสุข,washing,28 September 2025,15:00,ตรวจสอบความสะอาด,กท2310,completed
6702,สมหญิง รุ่งเรือง,repair,28 September 2025,15:00,เรียบร้อย,กท6802,completed
6712,สุชาดา ทองสุข,repair,28 September 2025,14:00,เรียบร้อย,กท4052,completed
6715,ประเสริฐ กิตติ,repair,28 September 2025,09:00,เรียบร้อย,กท3297,process
6704,วิภา ดวงดาว,repair,28 September 2025,17:00,เรียบร้อย,กท4516,completed
6708,สมหญิง ใจดี,repair,28 September 2025,16:00,เรียบร้อย,กท9878,completed
6715,ประเสริฐ กิตติ,repair,28 September 2025,10:00,เรียบร้อย,กท1177,process
6705,กิตติพงศ์ สายชล,washing,28 September 2025,13:00,ตรวจสอบความสะอาด,กท6366,completed
6705,กิตติพงศ์ สายชล,washing,28 September 2025,17:00,ตรวจสอบความสะอาด,กท9034,completed
6709,ประเสริฐ สุขใจ,repair,28 September 2025,16:00,เรียบร้อย,กท2850,process
6708,สมหญิง ใจดี,repair,28 September 2025,14:00,เรียบร้อย,กท7532,completed
6717,กิตติพงศ์ กล้า,washing,28 September 2025,10:00,ตรวจสอบความสะอาด,กท6407,completed
6719,สมศักดิ์ พูนผล,washing,28 September 2025,15:00,ตรวจสอบความสะอาด,กท6726,completed
6716,วิภา ทองคำ,repair,29 September 2025,10:00,เรียบร้อย,กท9308,completed
6715,ประเสริฐ กิตติ,repair,29 September 2025,14:00,เรียบร้อย,กท7009,completed
6716,วิภา ทองคำ,repair,29 September 2025,17:00,เรียบร้อย,กท9299,completed
6717,กิตติพงศ์ กล้า,washing,29 September 2025,11:00,ตรวจสอบความสะอาด,กท2718,completed
6719,สมศักดิ์ พูนผล,washing,29 September 2025,09:00,ตรวจสอบความสะอาด,กท8427,process
6716,วิภา ทองคำ,repair,29 September 2025,10:00,เรียบร้อย,กท9380,completed
6714,สมหญิง จิตรดี,repair,29 September 2025,13:00,เรียบร้อย,กท2668,process
6712,สุชาดา ทองสุข,repair,29 September 2025,15:00,เรียบร้อย,กท2570,completed
6719,สมศักดิ์ พูนผล,washing,29 September 2025,11:00,ตรวจสอบความสะอาด,กท7529,completed
6712,สุชาดา ทองสุข,repair,29 September 2025,15:00,เรียบร้อย,กท8407,completed
6707,สมศักดิ์ กล้าหาญ,washing,29 September 2025,09:00,ตรวจสอบความสะอาด,กท8047,completed
6716,วิภา ทองคำ,repair,29 September 2025,16:00,เรียบร้อย,กท8626,process
6701,สมชาย ใจดี,washing,29 September 2025,09:00,ตรวจสอบความสะอาด,กท4684,completed
6703,ประสิทธิ์ เก่งงาน,repair,29 September 2025,13:00,เรียบร้อย,กท5063,completed
6707,สมศักดิ์ กล้าหาญ,washing,29 September 2025,10:00,ตรวจสอบความสะอาด,กท2773,completed
6714,สมหญิง จิตรดี,repair,29 September 2025,13:00,เรียบร้อย,กท6125,completed
6720,สมหญิง แสงทอง,repair,29 September 2025,13:00,เรียบร้อย,กท5560,completed
6719,สมศักดิ์ พูนผล,washing,29 September 2025,15:00,ตรวจสอบความสะอาด,กท2166,completed
6711,กิตติชัย พูนสุข,washing,30 September 2025,16:00,ตรวจสอบความสะอาด,กท2341,completed
6703,ประสิทธิ์ เก่งงาน,repair,30 September 2025,16:00,เรียบร้อย,กท3503,completed
6707,สมศักดิ์ กล้าหาญ,washing,30 September 2025,11:00,ตรวจสอบความสะอาด,กท3063,completed
6714,สมหญิง จิตรดี,repair,30 September 2025,10:00,เรียบร้อย,กท3433,completed
6701,สมชาย ใจดี,washing,30 September 2025,16:00,ตรวจสอบความสะอาด,กท8654,completed
6707,สมศักดิ์ กล้าหาญ,washing,30 September 2025,14:00,ตรวจสอบความสะอาด,กท8088,completed
6718,สุชาติ ใจดี,repair,30 September 2025,13:00,เรียบร้อย,กท9108,completed
6701,สมชาย ใจดี,washing,30 September 2025,14:00,ตรวจสอบความสะอาด,กท7054,completed
6717,กิตติพงศ์ กล้า,washing,30 September 2025,15:00,ตรวจสอบความสะอาด,กท5212,completed
6714,สมหญิง จิตรดี,repair,30 September 2025,11:00,เรียบร้อย,กท2876,completed
6720,สมหญิง แสงทอง,repair,30 September 2025,15:00,เรียบร้อย,กท4472,process
6702,สมหญิง รุ่งเรือง,repair,30 September 2025,13:00,เรียบร้อย,กท7774,completed
6706,สุชาติ แสงทอง,repair,30 September 2025,09:00,เรียบร้อย,กท8189,completed
6714,สมหญิง จิตรดี,repair,30 September 2025,11:00,เรียบร้อย,กท2478,completed
6702,สมหญิง รุ่งเรือง,repair,30 September 2025,10:00,เรียบร้อย,กท1095,completed
6712,สุชาดา ทองสุข,repair,30 September 2025,15:00,เรียบร้อย,กท6332,process
6702,สมหญิง รุ่งเรือง,repair,30 September 2025,11:00,เรียบร้อย,กท6271,completed
6719,สมศักดิ์ พูนผล,washing,30 September 2025,17:00,ตรวจสอบความสะอาด,กท8152,completed
6709,ประเสริฐ สุขใจ,repair,01 October 2025,10:00,เรียบร้อย,กท4767,completed
6702,สมหญิง รุ่งเรือง,repair,01 October 2025,09:00,เรียบร้อย,กท9110,completed
6715,ประเสริฐ กิตติ,repair,01 October 2025,14:00,เรียบร้อย,กท5417,completed
6718,สุชาติ ใจดี,repair,01 October 2025,13:00,เรียบร้อย,กท8581,process
6711,กิตติชัย พูนสุข,washing,01 October 2025,09:00,ตรวจสอบความสะอาด,กท7507,process
6706,สุชาติ แสงทอง,repair,01 October 2025,17:00,เรียบร้อย,กท1520,completed
6709,ประเสริฐ สุขใจ,repair,01 October 2025,09:00,เรียบร้อย,กท7630,completed
6712,สุชาดา ทองสุข,repair,01 October 2025,17:00,เรียบร้อย,กท7958,completed
6712,สุชาดา ทองสุข,repair,01 October 2025,17:00,เรียบร้อย,กท9177,completed
6716,วิภา ทองคำ,repair,01 October 2025,16:00,เรียบร้อย,กท1984,process
6718,สุชาติ ใจดี,repair,01 October 2025,14:00,เรียบร้อย,กท3972,completed
6701,สมชาย ใจดี,washing,01 October 2025,10:00,ตรวจสอบความสะอาด,กท7449,completed
6707,สมศักดิ์ กล้าหาญ,washing,01 October 2025,16:00,ตรวจสอบความสะอาด,กท1646,completed
6710,วิภาวดี แสงจันทร์,repair,01 October 2025,17:00,เรียบร้อย,กท7194,completed
6704,วิภา ดวงดาว,repair,01 October 2025,16:00,เรียบร้อย,กท7109,completed
6707,สมศักดิ์ กล้าหาญ,washing,01 October 2025,15:00,ตรวจสอบความสะอาด,กท9300,process
6717,กิตติพงศ์ กล้า,washing,01 October 2025,17:00,ตรวจสอบความสะอาด,กท9647,completed
6717,กิตติพงศ์ กล้า,washing,01 October 2025,09:00,ตรวจสอบความสะอาด,กท8816,completed
6705,กิตติพงศ์ สายชล,washing,01 October 2025,14:00,ตรวจสอบความสะอาด,กท6227,completed
6705,กิตติพงศ์ สายชล,washing,02 October 2025,14:00,ตรวจสอบความสะอาด,กท9584,completed
6712,สุชาดา ทองสุข,repair,02 October 2025,11:00,เรียบร้อย,กท9834,completed
6701,สมชาย ใจดี,washing,02 October 2025,09:00,ตรวจสอบความสะอาด,กท3049,completed
6716,วิภา ทองคำ,repair,02 October 2025,15:00,เรียบร้อย,กท1596,completed
6711,กิตติชัย พูนสุข,washing,02 October 2025,17:00,ตรวจสอบความสะอาด,กท1432,completed
6714,สมหญิง จิตรดี,repair,02 October 2025,14:00,เรียบร้อย,กท6565,completed
6702,สมหญิง รุ่งเรือง,repair,02 October 2025,15:00,เรียบร้อย,กท3703,process
6720,สมหญิง แสงทอง,repair,02 October 2025,09:00,เรียบร้อย,กท9262,completed
6712,สุชาดา ทองสุข,repair,02 October 2025,13:00,เรียบร้อย,กท9546,completed
6713,สมพงษ์ กลิ่นหอม,washing,02 October 2025,15:00,ตรวจสอบความสะอาด,กท3240,completed
6706,สุชาติ แสงทอง,repair,02 October 2025,16:00,เรียบร้อย,กท6924,completed
6714,สมหญิง จิตรดี,repair,02 October 2025,11:00,เรียบร้อย,กท2180,process
6720,สมหญิง แสงทอง,repair,02 October 2025,10:00,เรียบร้อย,กท1064,completed
6712,สุชาดา ทองสุข,repair,02 October 2025,11:00,เรียบร้อย,กท5597,process
6714,สมหญิง จิตรดี,repair,02 October 2025,11:00,เรียบร้อย,กท4951,completed
6711,กิตติชัย พูนสุข,washing,02 October 2025,13:00,ตรวจสอบความสะอาด,กท1243,process
6713,สมพงษ์ กลิ่นหอม,washing,02 October 2025,16:00,ตรวจสอบความสะอาด,กท8194,process
6720,สมหญิง แสงทอง,repair,03 October 2025,17:00,เรียบร้อย,กท8132,completed
6717,กิตติพงศ์ กล้า,washing,03 October 2025,11:00,ตรวจสอบความสะอาด,กท8836,process
6715,ประเสริฐ กิตติ,repair,03 October 2025,11:00,เรียบร้อย,กท4154,process
6702,สมหญิง รุ่งเรือง,repair,03 October 2025,14:00,เรียบร้อย,กท3506,completed
6703,ประสิทธิ์ เก่งงาน,repair,03 October 2025,17:00,เรียบร้อย,กท7467,completed
6707,สมศักดิ์ กล้าหาญ,washing,03 October 2025,17:00,ตรวจสอบความสะอาด,กท2628,completed
6713,สมพงษ์ กลิ่นหอม,washing,03 October 2025,17:00,ตรวจสอบความสะอาด,กท9326,completed
6701,สมชาย ใจดี,washing,03 October 2025,09:00,ตรวจสอบความสะอาด,กท7668,process
6712,สุชาดา ทองสุข,repair,03 October 2025,09:00,เรียบร้อย,กท4511,completed
6713,สมพงษ์ กลิ่นหอม,washing,03 October 2025,15:00,ตรวจสอบความสะอาด,กท9157,completed
6711,กิตติชัย พูนสุข,washing,03 October 2025,09:00,ตรวจสอบความสะอาด,กท8722,completed
6703,ประสิทธิ์ เก่งงาน,repair,03 October 2025,13:00,เรียบร้อย,กท6645,process
6703,ประสิทธิ์ เก่งงาน,repair,03 October 2025,13:00,เรียบร้อย,กท3540,completed
6716,วิภา ทองคำ,repair,03 October 2025,16:00,เรียบร้อย,กท6261,completed
6704,วิภา ดวงดาว,repair,03 October 2025,09:00,เรียบร้อย,กท7210,completed
6717,กิตติพงศ์ กล้า,washing,04 October 2025,15:00,ตรวจสอบความสะอาด,กท7979,completed
6720,สมหญิง แสงทอง,repair,04 October 2025,14:00,เรียบร้อย,กท4586,process
6708,สมหญิง ใจดี,repair,04 October 2025,11:00,เรียบร้อย,กท5809,completed
6709,ประเสริฐ สุขใจ,repair,04 October 2025,10:00,เรียบร้อย,กท8164,completed
6718,สุชาติ ใจดี,repair,04 October 2025,09:00,เรียบร้อย,กท4169,completed
6713,สมพงษ์ กลิ่นหอม,washing,04 October 2025,13:00,ตรวจสอบความสะอาด,กท9710,completed
6702,สมหญิง รุ่งเรือง,repair,04 October 2025,11:00,เรียบร้อย,กท3553,completed
6707,สมศักดิ์ กล้าหาญ,washing,04 October 2025,14:00,ตรวจสอบความสะอาด,กท8169,completed
6711,กิตติชัย พูนสุข,washing,04 October 2025,15:00,ตรวจสอบความสะอาด,กท1067,completed
6714,สมหญิง จิตรดี,repair,04 October 2025,17:00,เรียบร้อย,กท8064,completed
6713,สมพงษ์ กลิ่นหอม,washing,04 October 2025,16:00,ตรวจสอบความสะอาด,กท7890,completed
6708,สมหญิง ใจดี,repair,04 October 2025,17:00,เรียบร้อย,กท7787,completed
6713,สมพงษ์ กลิ่นหอม,washing,04 October 2025,11:00,ตรวจสอบความสะอาด,กท6856,completed
6719,สมศักดิ์ พูนผล,washing,04 October 2025,10:00,ตรวจสอบความสะอาด,กท2963,completed
6701,สมชาย ใจดี,washing,04 October 2025,09:00,ตรวจสอบความสะอาด,กท5086,process
6708,สมหญิง ใจดี,repair,04 October 2025,11:00,เรียบร้อย,กท6931,process
6708,สมหญิง ใจดี,repair,04 October 2025,16:00,เรียบร้อย,กท2980,completed
6711,กิตติชัย พูนสุข,washing,04 October 2025,11:00,ตรวจสอบความสะอาด,กท5360,completed
6712,สุชาดา ทองสุข,repair,04 October 2025,14:00,เรียบร้อย,กท2219,completed
6712,สุชาดา ทองสุข,repair,04 October 2025,17:00,เรียบร้อย,กท6365,completed
6717,กิตติพงศ์ กล้า,washing,05 October 2025,11:00,ตรวจสอบความสะอาด,กท6783,completed
6714,สมหญิง จิตรดี,repair,05 October 2025,15:00,เรียบร้อย,กท9362,completed
6709,ประเสริฐ สุขใจ,repair,05 October 2025,17:00,เรียบร้อย,กท7013,completed
6704,วิภา ดวงดาว,repair,05 October 2025,11:00,เรียบร้อย,กท9967,completed
6720,สมหญิง แสงทอง,repair,05 October 2025,09:00,เรียบร้อย,กท6361,process
6706,สุชาติ แสงทอง,repair,05 October 2025,10:00,เรียบร้อย,กท4055,completed
6707,สมศักดิ์ กล้าหาญ,washing,05 October 2025,15:00,ตรวจสอบความสะอาด,กท3479,process
6707,สมศักดิ์ กล้าหาญ,washing,05 October 2025,13:00,ตรวจสอบความสะอาด,กท1702,process
6703,ประสิทธิ์ เก่งงาน,repair,05 October 2025,17:00,เรียบร้อย,กท2811,completed
6719,สมศักดิ์ พูนผล,washing,05 October 2025,09:00,ตรวจสอบความสะอาด,กท4051,completed
6711,กิตติชัย พูนสุข,washing,05 October 2025,14:00,ตรวจสอบความสะอาด,กท4644,completed
6716,วิภา ทองคำ,repair,05 October 2025,17:00,เรียบร้อย,กท3224,completed
6718,สุชาติ ใจดี,repair,05 October 2025,10:00,เรียบร้อย,กท4354,completed
6719,สมศักดิ์ พูนผล,washing,06 October 2025,09:00,ตรวจสอบความสะอาด,กท1973,completed
6710,วิภาวดี แสงจันทร์,repair,06 October 2025,17:00,เรียบร้อย,กท2692,process
6716,วิภา ทองคำ,repair,06 October 2025,14:00,เรียบร้อย,กท2722,completed
6713,สมพงษ์ กลิ่นหอม,washing,06 October 2025,14:00,ตรวจสอบความสะอาด,กท2690,completed
6702,สมหญิง รุ่งเรือง,repair,06 October 2025,11:00,เรียบร้อย,กท2264,process
6703,ประสิทธิ์ เก่งงาน,repair,06 October 2025,15:00,เรียบร้อย,กท8432,completed
6701,สมชาย ใจดี,washing,06 October 2025,17:00,ตรวจสอบความสะอาด,กท2288,completed
6711,กิตติชัย พูนสุข,washing,06 October 2025,17:00,ตรวจสอบความสะอาด,กท1012,completed
6717,กิตติพงศ์ กล้า,washing,06 October 2025,17:00,ตรวจสอบความสะอาด,กท6108,process
6702,สมหญิง รุ่งเรือง,repair,06 October 2025,17:00,เรียบร้อย,กท7801,process
6704,วิภา ดวงดาว,repair,06 October 2025,14:00,เรียบร้อย,กท5515,completed
6719,สมศักดิ์ พูนผล,washing,06 October 2025,15:00,ตรวจสอบความสะอาด,กท6092,completed
6713,สมพงษ์ กลิ่นหอม,washing,06 October 2025,15:00,ตรวจสอบความสะอาด,กท5885,process
6704,วิภา ดวงดาว,repair,06 October 2025,16:00,เรียบร้อย,กท8960,completed
6713,สมพงษ์ กลิ่นหอม,washing,06 October 2025,11:00,ตรวจสอบความสะอาด,กท8591,completed
6717,กิตติพงศ์ กล้า,washing,06 October 2025,13:00,ตรวจสอบความสะอาด,กท3649,completed
6705,กิตติพงศ์ สายชล,washing,06 October 2025,10:00,ตรวจสอบความสะอาด,กท7292,completed
6702,สมหญิง รุ่งเรือง,repair,06 October 2025,10:00,เรียบร้อย,กท4628,completed
6716,วิภา ทองคำ,repair,06 October 2025,16:00,เรียบร้อย,กท8804,completed
6718,สุชาติ ใจดี,repair,06 October 2025,11:00,เรียบร้อย,กท3358,completed
6708,สมหญิง ใจดี,repair,07 October 2025,16:00,เรียบร้อย,กท7779,process
6702,สมหญิง รุ่งเรือง,repair,07 October 2025,10:00,เรียบร้อย,กท7693,process
6713,สมพงษ์ กลิ่นหอม,washing,07 October 2025,13:00,ตรวจสอบความสะอาด,กท9350,completed
